cfb_season,college,ap_rank,nfl_players,pro_bowls,all_pros,player_list
2012,San Jose State,21,10,0,0,Akeem King|Bene' Benwikere|David Fales|David Quessenberry|Duke Ihenacho|Keith Smith|Peyton Thompson|Shane Smith|Tyler Ervin|Wes Schweitzer
2012,Utah State,22,14,0,0,D.J. Tialavea|Devante Mays|Hunter Sharp|Kerwynn Williams|Kyler Fackrell|Marwin Evans|Maurice Alexander|Nevin Lawson|Nick Vigil|Patrick Scales|Tay Glover-Wright|Tyler Larsen|Will Davis|Zach Vigil
2012,Northwestern,23,9,0,0,Anthony Walker|Austin Carr|Corbin Bryant|Danny Vitale|Dean Lowry|Ibraheim Campbell|Ifeadi Odenigbo|Joe Jones|Trevor Siemian
2012,Vanderbilt,24,13,0,0,Adam Butler|Andre Hal|Jonathan Krause|Jordan Matthews|Ryan Seymour|Sean Richardson|Spencer Pulley|Stephen Weatherly|Steven Scheu|Wesley Johnson|Will Holden|Zac Stacy|Zach Cunningham
2012,Kent State,25,4,0,0,Brian Winters|Dri Archer|Josh Kline|Roosevelt Nix
2013,Florida State,1,35,22,4,Auden Tate|Bobby Hart|Bobo Wilson|Bryan Stork|Cameron Erving|Christian Jones|Dalvin Cook|DeMarcus Walker|Derrick Nnadi|Derwin James|Devonta Freeman|Eddie Goldman|Jalen Ramsey|Jameis Winston|Javien Elliott|Josh Sweat|Karlos Williams|Kelvin Benjamin|Lamarcus Joyner|Mario Edwards|Nick O'Leary|P.J. Williams|Rashad Greene|Rick Leonard|Roberto Aguayo|Roderick Johnson|Ronald Darby|Ryan Izzo|Telvin Smith|Terrance Smith|Terrence Brooks|Timmy Jernigan|Travis Rudolph|Tre' Jackson|Trey Marshall
2013,Auburn,2,35,1,1,Angelo Blackson|Avery Young|Blake Countess|Braden Smith|Brandon King|C.J. Uzomah|Cameron Artis-Payne|Carl Lawson|Carlton Davis|Cassanova McKinzy|Chad Slade|Cody Parkey|Corey Grant|DaVonte Lambert|Daniel Carlson|Dee Ford|Gabe Wright|Greg Robinson|Jay Prosch|Jeff Holland|Jermaine Whitehead|Jonathan Jones|Joshua Holsey|Kerryon Johnson|Montravius Adams|Nick Marshall|Peyton Barber|Quan Bray|Ricardo Louis|Robenson Therezie|Rudy Ford|Sammie Coates|Shon Coleman|Tre Mason|Trovon Reed
2013,Michigan State,3,19,0,2,Aaron Burbridge|Bennie Fowler|Brian Allen|Connor Cook|Dan France|Darqueze Dennard|Jack Allen|Jack Conklin|Jeremy Langford|Joel Heath|Keith Mumphery|Kurtis Drummond|Lawrence Thomas|Malik McDowell|Marcus Rush|Riley Bullough|Shilique Calhoun|Tony Lippett|Trae Waynes
2013,South Carolina,4,15,4,1,A.J. Cann|Brandon Shell|Brandon Wilds|Bruce Ellington|Connor Shaw|Corey Robinson|Damiere Byrd|Hayden Hurst|Isaiah Johnson|Jadeveon Clowney|Jerell Adams|Mike Davis|Pharoh Cooper|Ronald Patrick|Taylor Stallworth
2013,Missouri,5,16,1,0,Charles Harris|Connor McGovern|E.J. Gaines|Evan Boehm|J'Mon Moore|Jacquies Smith|Justin Britt|Kentrell Brothers|Kony Ealy|Marcus Murphy|Markus Golden|Mitch Morse|Rickey Hatley|Russell Hansbrough|Sean Culkin|Shane Ray
2013,Oklahoma,6,27,11,1,Aaron Colvin|Aaron Ripkowski|Ahmad Thomas|Baker Mayfield|Blake Bell|Corey Nelson|Damien Williams|Daryl Williams|Dede Westbrook|Demontre Hurst|Devante Bond|Dimitri Flowers|Dominique Alexander|Dorial Green-Beckham|Gabe Ikard|Geneo Grissom|Jalen Saunders|James Winchester|Joe Mixon|Jordan Evans|Jordan Phillips|Mark Andrews|Obo Okoronkwo|Orlando Brown|Samaje Perine|Sterling Shepard|Tress Way
2013,Alabama,7,49,37,8,A'Shawn Robinson|A.J. McCarron|Amari Cooper|Anthony Averett|Anthony Steen|ArDarius Stewart|Arie Kouandjio|Austin Shepherd|Bo Scarbrough|Bradley Bozeman|Brandon Greene|C.J. Mosley|Calvin Ridley|Cam Robinson|Cyrus Jones|Cyrus Kouandjio|Da'Shawn Hand|Dalvin Tomlinson|Daron Payne|DeAndrew White|Derrick Henry|Ed Stinson|Eddie Jackson|Gehrig Dieter|Ha Ha Clinton-Dix|J.K. Scott|Jalston Fowler|Jarran Reed|Jeoffrey Pagan|Jonathan Allen|Kenyan Drake|Kevin Norwood|Landon Collins|Levi Wallace|Marlon Humphrey|Minkah Fitzpatrick|O.J. Howard|Rashaan Evans|Reggie Ragland|Reuben Foster|Robert Foster|Ronnie Harrison|Ryan Anderson|Ryan Kelly|Shaun Dion Hamilton|T.J. Yeldon|Tim Williams|Tony Brown|Vinnie Sunseri
2013,Clemson,8,34,6,1,Adam Humphries|B.J. Goodson|Bashaud Breeland|Bradley Pinion|Brandon Thomas|Carlos Watkins|Chandler Catanzaro|Charone Peake|Cordrea Tankersley|D.J. Reader|DeShawn Williams|Deon Cain|Deshaun Watson|Dorian O'Daniel|Grady Jarrett|Isaiah Battle|Jayron Kearse|Jordan Leggett|Kevin Dodd|Kourtnei Brown|Mackensie Alexander|Martavis Bryant|Mike Williams|Ray-Ray McCloud|Sammy Watkins|Shaq Lawson|Stephone Anthony|T.J. Green|Tavaris Barnes|Taylor Hearn|Tyler Shatley|Vic Beasley|Wayne Gallman|Zac Brooks
2013,Oregon,9,20,3,1,Alex Balducci|Arik Armstead|Bralon Addison|Byron Marshall|Cameron Hunt|De'Anthony Thomas|DeForest Buckner|Hroniss Grasu|Jake Fisher|Joe Walker|Johnny Mundt|Josh Huff|Marcus Mariota|Pharaoh Brown|Royce Freeman|Taylor Hart|Terrance Mitchell|Troy Hill|Tyree Robinson|Tyrell Crosby
2013,UCF,10,15,1,0,A.J. Bouye|Blake Bortles|Breshad Perriman|Charley Hughlett|Clayton Geathers|Jacoby Glenn|Jordan Akins|Jordan Franks|Justin McCray|Mike Hughes|Rannell Hall|Shaquem Griffin|Shaquill Griffin|Storm Johnson|Tre'Quan Smith
2013,Stanford,11,30,9,3,A.J. Tarpley|Alex Carter|Andrus Peat|Austin Hooper|Aziz Shittu|Ben Gardner|Blake Martinez|Brennan Scarlett|Cameron Fleming|Christian McCaffrey|Dalton Schultz|David Parry|David Yankey|Ed Reynolds|Harrison Phillips|Henry Anderson|James Vaughters|Jordan Richards|Josh Mauro|Joshua Garnett|Justin Reid|Kevin Hogan|Kyle Murphy|Peter Kalambayi|Quenton Meeks|Ryan Hewitt|Shayne Skov|Solomon Thomas|Trent Murphy|Ty Montgomery
2013,Ohio State,12,44,24,4,Adolphus Washington|Andrew Norwell|Billy Price|Bradley Roby|Braxton Miller|Cameron Johnston|Cardale Jones|Carlos Hyde|Chris Worley|Christian Bryant|Corey Brown|Corey Linsley|Curtis Samuel|Darron Lee|Denzel Ward|Devin Smith|Doran Grant|Eli Apple|Evan Spencer|Ezekiel Elliott|Gareon Conley|Jack Mewhort|Jalin Marshall|Jalyn Holmes|Jamarco Jones|Jeff Heuerman|Jerome Baker|Joey Bosa|Joshua Perry|Malik Hooker|Marshon Lattimore|Michael Bennett|Michael Thomas|Nick Vannett|Noah Brown|Pat Elflein|Raekwon McMillan|Rod Smith|Ryan Shazier|Sam Hubbard|Taylor Decker|Tyquan Lewis|Tyvis Powell|Vonn Bell
2013,Baylor,13,14,4,1,Ahmad Dixon|Andrew Billings|Bryce Hager|Bryce Petty|Corey Coleman|Cyril Richardson|Demetri Goodson|Jarell Broxton|Kyle Fuller|Lache Seastrunk|Orion Stewart|Rico Gathers|Spencer Drango|Xavien Howard
2013,LSU,14,47,26,2,Alfred Blue|Anthony Johnson|Arden Key|Brad Wing|Corey Thompson|Craig Loston|D.J. Chark|Danielle Hunter|Danny Etling|Darrel Williams|Davon Godchaux|Deion Jones|Delvin Breaux|Dillon Gordon|Donte Jackson|Duke Riley|Ego Ferguson|Ethan Pocic|Jalen Collins|Jalen Mills|Jamal Adams|James Wright|Jarvis Landry|Jerald Hawkins|Jeremy Hill|Kendell Beckwith|Kevin Toliver|Kwon Alexander|La'el Collins|Lamar Louis|Lamin Barrow|Leonard Fournette|Lewis Neal|Malachi Dupre|Odell Beckham|Rashard Robinson|Reid Ferguson|Ronald Martin|Russell Gage|Russell Shepard|Tashawn Bower|Terrence Magee|Trai Turner|Tre'Davious White|Vadal Alexander|Will Clapp|Zach Mettenberger
2013,Louisville,15,23,7,3,B.J. Dubose|Brandon Dunn|Calvin Pryor|Charles Gaines|Colin Holba|DeVante Parker|Deiontrez Mount|Eli Rogers|Gerald Christian|Geron Christian|Jaire Alexander|James Burgess|Jamon Brown|John Miller|Josh Harvey-Clemons|Lamar Jackson|Lorenzo Mauldin|Marcus Smith|Preston Brown|Senorise Perry|Sheldon Rankins|Teddy Bridgewater|Trevon Young
2013,UCLA,16,30,8,1,Aaron Wallace|Alex Redmond|Anthony Barr|Brett Hundley|Caleb Benenoch|Cassius Marsh|Conor McDermott|Eddie Vanderdoes|Eli Ankou|Eric Kendricks|Fabian Moreau|Jake Brendel|Jayon Brown|Jordan Lasley|Jordan Payton|Josh Rosen|Ka'imi Fairbairn|Kenny Clark|Kenny Young|Kolton Miller|Malcolm Bunche|Marcus Rios|Matt Dickerson|Myles Jack|Owa Odighizuwa|Paul Perkins|Scott Quessenberry|Takkarist McKinley|Thomas Duarte|Xavier Su'a-Filo
2013,Oklahoma State,17,15,0,0,Blake Jarwin|Chris Carson|Chris Lacy|Emmanuel Ogbah|James Washington|Justin Gilbert|Kevin Peterson|Lenzy Pipkins|Marcell Ateman|Mason Rudolph|Michael Hunter|Shamiel Gary|Tre Flowers|Tyler Patmon|Vincent Taylor
2013,Texas A&M,18,24,14,5,Armani Watts|Brandon Williams|Cedric Ogbuehi|Christian Kirk|Daeshon Hall|Damion Ratley|De'Vante Harris|Deshazor Everett|Drew Kaser|Germain Ifedi|Jake Matthews|Jermaine Eluemunor|Johnny Manziel|Josh Lambo|Josh Reynolds|Keith Ford|Mike Evans|Mike Matthews|Myles Garrett|Ricky Seals-Jones|Steven Terrell|Tra Carson|Tramain Jacobs|Trey Williams
2013,USC,19,32,6,0,Adoree' Jackson|Antwaun Woods|Chad Wheeler|Claude Pelon|Cody Kessler|Damien Mama|Deontay Burnett|Devon Kennard|Hayes Pullard|Isaac Whitney|Javorius Allen|Josh Shaw|JuJu Smith-Schuster|Justin Davis|Kevon Seymour|Leon McQuay III|Leonard Williams|Marcus Martin|Marqise Lee|Max Tuerk|Nelson Agholor|Nico Falah|Randall Telfer|Rasheem Green|Ronald Jones|Sam Darnold|Steven Mitchell|Su'a Cravens|Tre Madden|Uchenna Nwosu|Xavier Grimble|Zach Banner
2013,Arizona State,20,17,0,0,Carl Bradford|Christian Westerman|D.J. Foster|Damarious Randall|Devin Lucien|Jaelen Strong|Jamil Douglas|Kalen Ballage|Marcus Hardison|Marion Grice|Matt Haack|Mike Bercovici|Rashad Ross|Robert Nelson|Sam Jones|Will Sutton|Zane Gonzalez
2013,Wisconsin,21,23,11,5,Alex Erickson|Austin Traylor|Beau Allen|Corey Clement|Dare Ogunbowale|Darius Hillary|Derek Watt|Dezmen Southward|James White|Jared Abbrederis|Joe Schobert|Leon Jacobs|Melvin Gordon|Natrell Jamerson|Nick Nelson|Rob Havenstein|Ryan Groy|Ryan Ramczyk|T.J. Watt|Tanner McEvoy|Troy Fumagalli|Tyler Marz|Vince Biegel
2013,Notre Dame,22,28,20,11,Ben Koyack|Braxston Cave|C.J. Prosise|Chris Watt|Cody Riggs|DeShone Kizer|Durham Smythe|Equanimeous St. Brown|George Atkinson|Isaac Rochell|Ishaq Williams|James Onwualu|Jaylon Smith|Josh Adams|KeiVarae Russell|Matthias Farley|Mike McGlinchey|Nick Martin|Prince Shembo|Quenton Nelson|Romeo Okwara|Ronnie Stanley|Sheldon Day|Stephon Tuitt|T.J. Jones|Troy Niklas|Will Fuller|Zack Martin
2013,Duke,23,13,1,0,Breon Borders|Cooper Helfet|Jamison Crowder|Jeremy Cash|Juwan Thompson|Laken Tomlinson|Lucas Patrick|Matt Daniels|Matt Skura|Max McCaffrey|Ross Cockrell|Ross Martin|Thomas Hennessy
2013,Vanderbilt,24,15,0,0,Adam Butler|Andre Hal|Andrew East|Jonathan Krause|Jordan Matthews|Kenny Ladler|Oren Burks|Spencer Pulley|Stephen Weatherly|Steven Scheu|Tre Herndon|Trent Sherfield|Wesley Johnson|Will Holden|Zach Cunningham
2013,Washington,25,29,13,4,Austin Seferian-Jenkins|Bishop Sankey|Budda Baker|Cory Littleton|Danny Shelton|Dante Pettis|Darrell Daniels|Dwayne Washington|Elijah Qualls|Greg Ducre|Hau'oli Kikaha|Jaydon Mickens|John Ross|John Timu|Josh Perkins|Kasen Williams|Keishawn Bierria|Kevin King|Lavon Coleman|Marcus Peters|Marvin Hall|Shaq Thompson|Sidney Jones|Travell Dixon|Travis Coons|Travis Feeney|Vita Vea|Will Dissly|Zeke Turner
2014,Ohio State,1,43,28,4,Adolphus Washington|Billy Price|Braxton Miller|Cameron Johnston|Cardale Jones|Chris Worley|Curtis Samuel|Darron Lee|Denzel Ward|Devin Smith|Doran Grant|Dre'Mont Jones|Eli Apple|Evan Spencer|Ezekiel Elliott|Gareon Conley|Isaiah Prince|Jalin Marshall|Jalyn Holmes|Jamarco Jones|Jeff Heuerman|Jerome Baker|Joey Bosa|Joshua Perry|Kendall Sheffield|Malik Hooker|Marshon Lattimore|Michael Bennett|Michael Thomas|Mike Jordan|Nick Bosa|Nick Vannett|Noah Brown|Parris Campbell|Pat Elflein|Raekwon McMillan|Rod Smith|Sam Hubbard|Taylor Decker|Terry McLaurin|Tyquan Lewis|Tyvis Powell|Vonn Bell
2014,Oregon,2,18,3,1,Alex Balducci|Arik Armstead|Bralon Addison|Byron Marshall|Cameron Hunt|DeForest Buckner|Hroniss Grasu|Jake Fisher|Joe Walker|Johnny Mundt|Justin Hollins|Marcus Mariota|Pharaoh Brown|Royce Freeman|Troy Hill|Tyree Robinson|Tyrell Crosby|Ugo Amadi
2014,TCU,3,20,0,0,Aaron Green|Austin Schlottmann|Aviante Collins|Ben Banogu|Derrick Kindred|Halapoulivaati Vaitai|Joe Noteboom|Joey Hunt|Jonathan Anderson|Josh Carraway|Josh Doctson|Kolby Listenbee|L.J. Collier|Matt Pryor|Patrick Morris|Paul Dawson|Tayo Fabuluje|Travin Howard|Trevone Boykin|Ty Summers
2014,Alabama,4,53,38,10,A'Shawn Robinson|Amari Cooper|Anthony Averett|ArDarius Stewart|Arie Kouandjio|Austin Shepherd|Bo Scarbrough|Bradley Bozeman|Brandon Greene|Calvin Ridley|Cam Robinson|Cam Sims|Cole Mazza|Cyrus Jones|Da'Shawn Hand|Dalvin Tomlinson|Damien Harris|Daron Payne|DeAndrew White|Deionte Thompson|Derrick Henry|Eddie Jackson|Gehrig Dieter|Hale Hentges|Irv Smith|Isaiah Buggs|J.C. Hassenauer|J.K. Scott|Jalston Fowler|Jarran Reed|Jonathan Allen|Josh Jacobs|Kenyan Drake|Landon Collins|Lester Cotton|Levi Wallace|Mack Wilson|Marlon Humphrey|Minkah Fitzpatrick|O.J. Howard|Quinnen Williams|Rashaan Evans|Reggie Ragland|Reuben Foster|Robert Foster|Ronnie Harrison|Ross Pierschbacher|Ryan Anderson|Ryan Kelly|Shaun Dion Hamilton|T.J. Yeldon|Tim Williams|Tony Brown
2014,Michigan State,5,21,0,2,Aaron Burbridge|Bennie Fowler|Brian Allen|Connor Cook|Dan France|Jack Allen|Jack Conklin|Jeremy Langford|Joel Heath|Justin Layne|Keith Mumphery|Khari Willis|Kurtis Drummond|Lawrence Thomas|Malik McDowell|Marcus Rush|Riley Bullough|Shilique Calhoun|Taybor Pepper|Tony Lippett|Trae Waynes
2014,Florida State,6,28,22,4,Auden Tate|Bobby Hart|Bobo Wilson|Brian Burns|Cameron Erving|Dalvin Cook|DeMarcus Walker|Derrick Nnadi|Derwin James|Eddie Goldman|Jalen Ramsey|Jameis Winston|Javien Elliott|Josh Sweat|Karlos Williams|Mario Edwards|Nick O'Leary|P.J. Williams|Rashad Greene|Rick Leonard|Roberto Aguayo|Roderick Johnson|Ronald Darby|Ryan Izzo|Terrance Smith|Travis Rudolph|Tre' Jackson|Trey Marshall
2014,Baylor,7,10,4,1,Andrew Billings|Bryce Hager|Bryce Petty|Corey Coleman|Jarell Broxton|Kyle Fuller|Orion Stewart|Rico Gathers|Spencer Drango|Xavien Howard
2014,Georgia Tech,8,9,1,0,Adam Gotsis|Chris Milton|D.J. White|Darren Waller|DeAndre Smelter|Harrison Butker|Isaiah Johnson|Lou Young|Shaquille Mason
2014,Georgia,9,29,12,5,Amarlo Herrera|Chris Conley|Corey Moore|David Andrews|Deandre Baker|Garrison Smith|Isaac Nauta|Isaiah McKenzie|Isaiah Wynn|Javon Wims|John Atkins|John Theus|Jordan Jenkins|Leonard Floyd|Lorenzo Carter|Malcolm Mitchell|Maurice Smith|Mecole Hardman|Natrez Patrick|Nick Chubb|Ramik Wilson|Riley Ridley|Roquan Smith|Sony Michel|Sterling Bailey|Terry Godwin|Toby Johnson|Todd Gurley|Tyler Catalina
2014,UCLA,10,31,4,1,Aaron Wallace|Alex Redmond|Andre James|Brett Hundley|Caleb Benenoch|Caleb Wilson|Conor McDermott|Eddie Vanderdoes|Eli Ankou|Eric Kendricks|Fabian Moreau|Jacob Tuioti-Mariner|Jake Brendel|Jayon Brown|Jordan Lasley|Jordan Payton|Josh Rosen|Ka'imi Fairbairn|Kenny Clark|Kenny Young|Kolton Miller|Malcolm Bunche|Marcus Rios|Matt Dickerson|Myles Jack|Nathan Meadors|Owa Odighizuwa|Paul Perkins|Scott Quessenberry|Takkarist McKinley|Thomas Duarte
2014,Kansas State,11,12,2,1,B.J. Finney|Byron Pringle|Cody Whitehair|D.J. Reed|Dalton Risner|Deante Burton|Duke Shelley|Elijah Lee|Jordan Willis|Matt McCrane|Randall Evans|Tyler Lockett
2014,Mississippi State,12,23,20,4,Benardrick McKinney|Blaine Clausell|Brandon Bryant|Chris Jones|Dak Prescott|Deontae Skinner|Dillon Day|Elgton Jenkins|Fred Brown|Hunter Bradley|J.T. Gray|Jeffery Simmons|Johnathan Abram|Jordan Thomas|Kaleb Eulls|Logan Cooke|Martinas Rankin|Montez Sweat|Preston Smith|Ryan Brown|Shaq Calhoun|Taveze Calhoun|Will Redmond
2014,Arizona State,13,16,0,0,Christian Westerman|D.J. Foster|Damarious Randall|Devin Lucien|Jaelen Strong|Jamil Douglas|Kalen Ballage|Marcus Hardison|Matt Haack|Mike Bercovici|N'Keal Harry|Quinn Bailey|Rashad Ross|Renell Wren|Sam Jones|Zane Gonzalez
2014,Mississippi,14,23,13,0,A.J. Brown|A.J. Moore|Breeland Speaks|C.J. Moore|Carlos Thompson|Channing Ward|Cody Core|D.J. Jones|D.K. Metcalf|Dawson Knox|Derrick Jones|Evan Engram|Fadol Brown|Greg Little|Jordan Wilkins|Laquon Treadwell|Laremy Tunsil|Marquis Haynes|Mike Hilton|Quincy Adeboyejo|Robert Nkemdiche|Trae Elston|Woodrow Hamilton
2014,Arizona,15,4,0,0,Dane Cruikshank|Reggie Gilbert|Scooby Wright|Will Parks
2014,Boise State,16,12,2,0,Alexander Mattison|Cedrick Wilson|Darian Thompson|Donte' Deayon|Jay Ajayi|Jeremy McNichols|Jonathan Moxey|Kamalei Correa|Leighton Vander Esch|Marcus Henry|Rees Odhiambo|Tanner Vallejo
2014,Utah,17,20,2,1,Brian Allen|Cody Barton|Devontae Booker|Eric Rowe|Garett Bolles|Isaac Asiata|J.J Dielman|Jackson Barton|Jared Norris|Jeremiah Poutasi|Kaelin Clay|Kylie Fitts|Marcus Williams|Matt Gay|Mitch Wishnowsky|Nate Orchard|Pasoni Tasini|Pita Taumoepenu|Sam Tevi|Tim Patrick
2014,Auburn,18,35,0,1,Angelo Blackson|Avery Young|Blake Countess|Braden Smith|Brandon King|C.J. Uzomah|Cameron Artis-Payne|Carl Lawson|Carlton Davis|Cassanova McKinzy|Chad Slade|Chandler Cox|Corey Grant|DaVonte Lambert|Daniel Carlson|Darius Slayton|Duke Williams|Gabe Wright|Jamel Dean|Jarrett Stidham|Jeff Holland|Jermaine Whitehead|Jonathan Jones|Joshua Holsey|Kerryon Johnson|Montravius Adams|Nick Marshall|Peyton Barber|Quan Bray|Ricardo Louis|Robenson Therezie|Rudy Ford|Sammie Coates|Shon Coleman|Trovon Reed
2014,Wisconsin,19,25,12,5,Alec Ingold|Alex Erickson|Andrew Van Ginkel|Austin Traylor|Beau Benzschawel|Corey Clement|Dare Ogunbowale|Darius Hillary|David Edwards|Derek Watt|Joe Schobert|Leon Jacobs|Melvin Gordon|Michael Deiter|Natrell Jamerson|Nick Nelson|Rob Havenstein|Ryan Connelly|Ryan Ramczyk|T.J. Edwards|T.J. Watt|Tanner McEvoy|Troy Fumagalli|Tyler Marz|Vince Biegel
2014,LSU,20,40,14,2,Anthony Johnson|Arden Key|Corey Thompson|Cyril Grayson|D.J. Chark|Danielle Hunter|Danny Etling|Darrel Williams|Davon Godchaux|Deion Jones|Delvin Breaux|Devin White|Dillon Gordon|Donte Jackson|Duke Riley|Ethan Pocic|Foster Moreau|Frank Herron|Greedy Williams|Jalen Collins|Jalen Mills|Jamal Adams|Jerald Hawkins|Kendell Beckwith|Kevin Toliver|Kwon Alexander|La'el Collins|Lamar Louis|Leonard Fournette|Lewis Neal|Malachi Dupre|Rashard Robinson|Reid Ferguson|Ronald Martin|Russell Gage|Tashawn Bower|Terrence Magee|Tre'Davious White|Vadal Alexander|Will Clapp
2014,Clemson,21,35,10,1,Adam Humphries|Austin Bryant|B.J. Goodson|Bradley Pinion|Carlos Watkins|Charone Peake|Christian Wilkins|Clelin Ferrell|Cordrea Tankersley|D.J. Reader|DeShawn Williams|Deon Cain|Deshaun Watson|Dexter Lawrence|Dorian O'Daniel|Grady Jarrett|Hunter Renfrow|Isaiah Battle|Jayron Kearse|Jordan Leggett|Kevin Dodd|Kourtnei Brown|Mackensie Alexander|Mike Williams|Mitch Hyatt|Ray-Ray McCloud|Shaq Lawson|Stephone Anthony|T.J. Green|Tavaris Barnes|Taylor Hearn|Trayvon Mullen|Vic Beasley|Wayne Gallman|Zac Brooks
2014,USC,22,33,6,0,Adoree' Jackson|Antwaun Woods|Cameron Smith|Chad Wheeler|Chuma Edoga|Claude Pelon|Cody Kessler|Damien Mama|Deontay Burnett|Hayes Pullard|Isaac Whitney|Javorius Allen|Josh Shaw|JuJu Smith-Schuster|Justin Davis|Kevon Seymour|Leon McQuay III|Leonard Williams|Marvell Tell|Max Tuerk|Nelson Agholor|Nico Falah|Porter Gustin|Randall Telfer|Rasheem Green|Ronald Jones|Sam Darnold|Steven Mitchell|Su'a Cravens|Tre Madden|Uchenna Nwosu|Xavier Grimble|Zach Banner
2014,Louisville,23,18,6,3,B.J. Dubose|Charles Gaines|Colin Holba|DeVante Parker|Deiontrez Mount|Eli Rogers|Gerald Christian|Geron Christian|Jaire Alexander|James Burgess|Jamon Brown|John Miller|Josh Harvey-Clemons|Lamar Jackson|Lorenzo Mauldin|Reggie Bonnafon|Sheldon Rankins|Trevon Young
2014,Missouri,24,13,1,0,Charles Harris|Connor McGovern|Drew Lock|Evan Boehm|J'Mon Moore|Kentrell Brothers|Marcus Murphy|Markus Golden|Mitch Morse|Rickey Hatley|Russell Hansbrough|Sean Culkin|Shane Ray
2014,Minnesota,25,11,0,1,Blake Cashman|Briean Boddy-Calhoun|Cedric Thompson|Damien Wilson|David Cobb|De'Vondre Campbell|Eric Murray|Isaac Fruechte|Jalen Myrick|K.J. Maye|Maxx Williams
2015,Alabama,1,54,35,11,A'Shawn Robinson|Anfernee Jennings|Anthony Averett|ArDarius Stewart|Bo Scarbrough|Bradley Bozeman|Brandon Greene|Calvin Ridley|Cam Robinson|Cam Sims|Cole Mazza|Cyrus Jones|Da'Shawn Hand|Dalvin Tomlinson|Damien Harris|Daron Payne|Deionte Thompson|Derrick Henry|Eddie Jackson|Gehrig Dieter|Hale Hentges|Henry Ruggs|Irv Smith|Isaiah Buggs|J.C. Hassenauer|J.K. Scott|Jarran Reed|Jedrick Wills|Jerry Jeudy|Jonathan Allen|Josh Jacobs|Kenyan Drake|Lester Cotton|Levi Wallace|Mack Wilson|Marlon Humphrey|Minkah Fitzpatrick|O.J. Howard|Quinnen Williams|Raekwon Davis|Rashaan Evans|Reggie Ragland|Reuben Foster|Robert Foster|Ronnie Harrison|Ross Pierschbacher|Ryan Anderson|Ryan Kelly|Shaun Dion Hamilton|Tim Williams|Tony Brown|Trevon Diggs|Tua Tagovailoa|Xavier McKinney
2015,Clemson,2,34,8,0,A.J. Terrell|Austin Bryant|B.J. Goodson|Carlos Watkins|Charone Peake|Christian Wilkins|Clelin Ferrell|Cordrea Tankersley|D.J. Reader|Deon Cain|Deshaun Watson|Dexter Lawrence|Dorian O'Daniel|Hunter Renfrow|Isaiah Simmons|Jayron Kearse|John Simpson|Jordan Leggett|K'Von Wallace|Kevin Dodd|Mackensie Alexander|Mark Fields|Mike Williams|Mitch Hyatt|Ray-Ray McCloud|Shaq Lawson|T.J. Green|Tanner Muse|Taylor Hearn|Tee Higgins|Trayvon Mullen|Tremayne Anchrum|Wayne Gallman|Zac Brooks
2015,Stanford,3,24,7,4,Alijah Holder|Austin Hooper|Aziz Shittu|Blake Martinez|Bobby Okereke|Brennan Scarlett|Casey Toohill|Christian McCaffrey|Colby Parkinson|Dalton Schultz|Harrison Phillips|J.J. Arcega-Whiteside|Jake Bailey|James Vaughters|Joshua Garnett|Justin Reid|Kaden Smith|Kevin Hogan|Kyle Murphy|Nate Herbig|Peter Kalambayi|Quenton Meeks|Solomon Thomas|Trenton Irwin
2015,Michigan State,4,20,0,2,Aaron Burbridge|Brian Allen|Connor Cook|Dan France|Jack Allen|Jack Conklin|Joe Bachie|Joel Heath|Josiah Scott|Justin Layne|Kenny Willekes|Khari Willis|Lawrence Thomas|Malik McDowell|Marcus Rush|Matt Sokol|Raequan Williams|Riley Bullough|Shilique Calhoun|Taybor Pepper
2015,Oklahoma,5,27,21,2,Ahmad Thomas|Amani Bledsoe|Austin Seibert|Baker Mayfield|Ben Powers|Bobby Evans|CeeDee Lamb|Cody Ford|Dede Westbrook|Devante Bond|Dimitri Flowers|Dominique Alexander|Dru Samia|Jalen Hurts|Joe Mixon|Jordan Evans|Kenneth Murray|Kyler Murray|Mark Andrews|Marquise Brown|Neville Gallimore|Obo Okoronkwo|Orlando Brown|Parnell Motley|Samaje Perine|Sterling Shepard|Steven Parker
2015,Ohio State,6,49,30,4,Adolphus Washington|Austin Mack|Billy Price|Braxton Miller|Cameron Johnston|Cardale Jones|Chase Young|Chris Worley|Curtis Samuel|Damon Arnette|Darron Lee|Davon Hamilton|Denzel Ward|Dre'Mont Jones|Eli Apple|Ezekiel Elliott|Gareon Conley|Isaiah Prince|J.K. Dobbins|Jalin Marshall|Jalyn Holmes|Jamarco Jones|Jeff Okudah|Jerome Baker|Joey Bosa|Jonah Jackson|Jordan Fuller|Joshua Perry|K.J. Hill|Kendall Sheffield|Malik Harrison|Malik Hooker|Marcus Baugh|Marshon Lattimore|Michael Thomas|Mike Jordan|Nick Bosa|Nick Vannett|Noah Brown|Parris Campbell|Pat Elflein|Raekwon McMillan|Rashod Berry|Sam Hubbard|Taylor Decker|Terry McLaurin|Tyquan Lewis|Tyvis Powell|Vonn Bell
