cfb_season,college,ap_rank,nfl_players,pro_bowls,all_pros,player_list
2006,Penn State,24,22,6,5,A.Q. Shipley|Aaron Maybin|Andrew Quarless|Dan Connor|Deon Butler|Derek Wake|Derrick Williams|Evan Royster|Jared Odrick|Jay Alford|Jordan Norwood|Josh Hull|Justin King|Levi Brown|Mickey Shuler|Navorro Bowman|Paul Posluszny|Rich Ohrnberger|Sean Lee|Stefen Wisniewski|Tim Shaw|Tony Hunt
2006,Tennessee,25,20,7,4,Arron Sears|Brad Cottam|Britton Colquitt|Chris Scott|Dan Williams|Denarius Moore|Eric Berry|Erik Ainge|Jacques McClendon|Jerod Mayo|Jonathan Wade|Justin Harrell|Luke Stocker|Marvin Mitchell|Montario Hardesty|Morgan Cox|Ramon Foster|Robert Ayers|Robert Meachem|Turk McBride
2007,LSU,1,28,8,3,Al Woods|Brandon LaFell|Brandon Taylor|Chevis Jackson|Craig Steltz|Curtis Taylor|Danny McCray|Drake Nevis|Early Doucet|Glenn Dorsey|Herman Johnson|Jacob Hester|Joe Barksdale|Keith Zinger|Kelvin Sheppard|Lazarius Levingston|Matt Flynn|Michael Brockers|Morris Claiborne|Patrick Peterson|Perry Riley|Quinn Johnson|Ricky Jean Francois|Ron Brooks|Rueben Randle|Stevan Ridley|Trindon Holliday|Tyson Jackson
2007,Georgia,2,26,26,5,A.J. Green|Akeem Dent|Asher Allen|Ben Jones|Blair Walsh|Brandon Boykin|Brandon Coutu|Clint Boling|Cordy Glenn|Corvey Irvin|Dannell Ellerbe|DeAngelo Tyson|Demarcus Dobbs|Geno Atkins|Jarius Wynn|Justin Houston|Knowshon Moreno|Kris Durham|Marcus Howard|Matthew Stafford|Mohamed Massaquoi|Orson Charles|Rennie Curran|Reshad Jones|Shaun Chapas|Thomas Brown
2007,USC,3,40,26,3,Allen Bradford|Anthony McCoy|Brian Cushing|Cary Harris|Charles Brown|Chauncey Washington|Chilo Rachal|Clay Matthews|Damian Williams|David Ausberry|David Buehler|Everson Griffen|Fili Moala|Fred Davis|Joe McKnight|Jordan Cameron|Jurrell Casey|Kaluka Maiava|Keith Rivers|Kevin Ellison|Kevin Thomas|Kyle Moore|Lawrence Jackson|Malcolm Smith|Mark Sanchez|Matt Kalil|Michael Morgan|Nick Perry|Patrick Turner|Rey Maualuga|Rhett Ellison|Ronald Johnson|Sam Baker|Sedrick Ellis|Shareece Wright|Stanley Havili|Taylor Mays|Terrell Thomas|Thomas Williams|Tyron Smith
2007,Missouri,4,15,2,1,Aldon Smith|Andrew Gachkar|Beau Brinkley|Blaine Gabbert|Chase Coffman|Chase Daniel|Colin Brown|Evander Hood|Jeremy Maclin|Martin Rucker|Michael Egnew|Sean Weatherspoon|Tim Barnes|William Franklin|William Moore
2007,Ohio State,5,23,11,4,Alex Boone|Austin Spitler|Brian Hartline|Brian Robiskie|Brian Rolle|Cameron Heyward|Chimdi Chekwa|Chris Wells|Dan Herron|DeVier Posey|Donald Washington|Doug Worthington|Jake McQuaide|James Laurinaitis|Jermale Hines|Kurt Coleman|Larry Grant|Malcolm Jenkins|Mike Adams|Nate Ebner|Terrelle Pryor|Thaddeus Gibson|Vernon Gholston
2007,West Virginia,6,16,2,1,Brandon Hogan|Bruce Irvin|Chris Neild|Don Barclay|Ellis Lankster|J.T. Thomas|Keith Tandy|Najee Goode|Owen Schmitt|Pat McAfee|Pat White|Robert Sands|Ryan Mundy|Selvish Capers|Steve Slaton|Will Johnson
2007,Kansas,7,8,6,1,Anthony Collins|Aqib Talib|Chris Harris|Darrell Stuckey|Derek Fine|Dezmon Briscoe|Kerry Meier|Steven Johnson
2007,Oklahoma,8,26,23,5,Allen Patrick|Brody Eldridge|Curtis Lofton|DeMarco Murray|Dominique Franks|Donald Stephenson|Duke Robinson|Frank Alexander|Gerald McCoy|Jamell Fleming|James Hanna|Jermaine Gresham|Jonathan Nelson|Juaquin Iglesias|Keenan Clayton|Malcolm Kelly|Manuel Johnson|Nic Harris|Phil Loadholt|Quinton Carter|Reggie Smith|Ronnell Lewis|Ryan Broyles|Sam Bradford|Travis Lewis|Trent Williams
2007,Virginia Tech,9,16,11,1,Brandon Flowers|Chris Ellis|David Wilson|Duane Brown|Ed Wang|Eddie Royal|Jason Worilds|Jayron Hosley|Josh Morgan|Justin Harper|Kam Chancellor|Rashad Carmichael|Ryan Williams|Tyrod Taylor|Victor Harris|Xavier Adibi
2007,Texas,10,22,16,5,Aaron Williams|Brian Orakpo|Chris Ogbonnaya|Chykie Brown|Colt McCoy|Earl Thomas|Emmanuel Acho|Frank Okam|Henry Melton|Jamaal Charles|Jermichael Finley|Jordan Shipley|Justin Tucker|Keenan Robinson|Kheeston Randall|Lamarr Houston|Limas Sweed|Roddrick Muckelroy|Roy Miller|Sam Acho|Sergio Kindle|Tony Hills
2007,Boston College,11,9,12,6,Anthony Castonzo|B.J. Raji|Gosder Cherilus|Jo-Lonn Dunbar|Luke Kuechly|Mark Herzlich|Matt Ryan|Matt Tennant|Ron Brace
2007,Tennessee,12,15,8,4,Brad Cottam|Britton Colquitt|Chris Scott|Dan Williams|Denarius Moore|Eric Berry|Erik Ainge|Jacques McClendon|Jerod Mayo|Luke Stocker|Malik Jackson|Montario Hardesty|Morgan Cox|Ramon Foster|Robert Ayers
2007,Hawaii,13,6,0,0,Alex Green|Colt Brennan|David Veikune|Greg Salas|Kealoha Pilares|Ryan Mouton
2007,Illinois,14,15,2,0,A.J. Jenkins|Arrelious Benn|Corey Liuget|Jeff Allen|Jeff Cumberland|Jon Asamoah|Martez Wilson|Michael Hoomanawanui|Mikel Leshoure|Nate Bussey|Rashard Mendenhall|Tavon Wilson|Vontae Davis|Whitney Mercilus|Will Davis
2007,Arizona State,15,14,0,0,Brock Osweiler|Dexter Davis|Josh Barrett|Justin Tryon|Kyle Williams|Lawrence Guy|Mike Pollak|Omar Bolden|Paul Fanaika|Ryan Torain|Shawn Lauvao|Travis Goethel|Troy Nolan|Vontaze Burfict
2007,Auburn,16,18,3,1,Ben Tate|Brandon Mosley|Cam Newton|Jerraud Powers|Jonathan Wilhite|Josh Bynes|Josh Harris|King Dunlap|Lee Ziemba|Neiko Thorpe|Nick Fairley|Pat Sims|Patrick Lee|Quentin Groves|Sen'Derrick Marks|Tyronne Green|Walter McFadden|Zach Clayton
2007,BYU,17,5,0,0,Austin Collie|Bryan Kehl|Dallas Reynolds|Dennis Pitta|Fui Vakapuna
2007,Clemson,18,21,1,0,Andre Branch|Barry Richardson|Brandon Thompson|Byron Maxwell|C.J. Spiller|Chris Clemons|Chris Hairston|Coty Sensabaugh|Crezdon Butler|Da'Quan Bowers|Darell Scott|Dwayne Allen|Jacoby Ford|James Davis|Jamie Harper|Jarvis Jenkins|Kavell Conner|Marcus Gilchrist|Michael Hamlin|Phillip Merling|Ricky Sapp
2007,Michigan,19,14,5,1,Adrian Arrington|Brandon Graham|Chad Henne|David Molk|Jake Long|Jonas Mouton|Junior Hemingway|Mario Manningham|Mike Hart|Mike Martin|Morgan Trent|Stephen Schilling|Stevie Brown|Zoltan Mesko
2007,Wisconsin,20,20,16,5,Brad Nortman|Chris Maragos|DeAndre Levy|Gabe Carimi|Garrett Graham|J.J. Watt|John Moffitt|Jonathan Casillas|Kevin Zeitler|Kraig Urbik|Lance Kendricks|Matt Shaughnessy|Nick Hayden|Nick Toon|O'Brien Schofield|Paul Hubbard|Peter Konz|Russell Wilson|Scott Tolzien|Travis Beckum
2007,Florida,21,22,19,2,Aaron Hernandez|Ahmad Black|Andre Caldwell|Brandon Spikes|Carlos Dunlap|Chris Rainey|Deonte Thompson|Derrick Harvey|Jaye Howard|Jermaine Cunningham|Joe Haden|Justin Trattou|Louis Murphy|Major Wright|Marcus Gilbert|Maurice Hurt|Maurkice Pouncey|Mike Pouncey|Percy Harvin|Riley Cooper|Tim Tebow|Will Hill
2007,Texas Tech,22,5,1,1,Brandon Williams|Danny Amendola|Darcel McBath|Louis Vasquez|Michael Crabtree
2007,Cincinnati,23,14,9,6,Adrien Robinson|Brandon Underwood|Connor Barwin|DeAngelo Smith|Derek Wolfe|Haruki Nakamura|Isaiah Pead|Jason Kelce|John Hughes|Kevin Huber|Mardy Gilyard|Mike Windt|Ricardo Mathews|Trevor Canfield
2007,Oregon,24,21,10,1,Brandon Bair|Casey Matthews|David Paulson|Dennis Dixon|Ed Dickson|Eddie Pleasant|Geoff Schwartz|Jairus Byrd|Jonathan Stewart|Josh Kaddu|LaMichael James|LeGarrette Blount|Mark Asper|Max Unger|Nick Reed|Patrick Chung|Ra'Shon Harris|Spencer Paysinger|T.J. Ward|Walter Thurmond|Will Tukuafu
2007,South Florida,25,11,4,1,Carlton Mitchell|George Selvie|Jacquian Williams|Jason Pierre-Paul|Jerome Murphy|Mike Jenkins|Mistral Raymond|Nate Allen|Terrell McClain|Trae Williams|Tyrone McKenzie
2008,Florida,1,28,20,2,Aaron Hernandez|Ahmad Black|Brandon Spikes|Caleb Sturgis|Carlos Dunlap|Chris Rainey|Deonte Thompson|Jaye Howard|Jelani Jenkins|Jermaine Cunningham|Joe Haden|Jon Bostic|Jordan Reed|Josh Evans|Justin Trattou|Louis Murphy|Major Wright|Marcus Gilbert|Matt Elam|Maurice Hurt|Maurkice Pouncey|Mike Gillislee|Mike Pouncey|Percy Harvin|Riley Cooper|Sharrif Floyd|Tim Tebow|Will Hill
2008,Utah,2,14,1,0,Brice McCain|David Reed|Derrick Shelby|Koa Misi|Matt Asiata|Paul Kruger|R.J. Stanford|Robert Johnson|Sealver Siliga|Sean Smith|Star Lotulelei|Stevenson Sylvester|Tony Bergstrom|Zane Beadles
2008,USC,3,37,26,3,Allen Bradford|Anthony McCoy|Brian Cushing|Cary Harris|Charles Brown|Clay Matthews|Damian Williams|David Ausberry|David Buehler|Everson Griffen|Fili Moala|Joe McKnight|Jordan Cameron|Jurrell Casey|Kaluka Maiava|Kevin Ellison|Kevin Thomas|Khaled Holmes|Kyle Moore|Malcolm Smith|Mark Sanchez|Matt Barkley|Matt Kalil|Michael Morgan|Nick Perry|Nickell Robey|Patrick Turner|Rey Maualuga|Rhett Ellison|Robert Woods|Ronald Johnson|Shareece Wright|Stanley Havili|T.J. McDonald|Taylor Mays|Tyron Smith|Wes Horton
2008,Texas,4,21,12,3,Aaron Williams|Alex Okafor|Brian Orakpo|Chris Ogbonnaya|Chykie Brown|Colt McCoy|Earl Thomas|Emmanuel Acho|Fozzy Whittaker|Henry Melton|Jordan Shipley|Justin Tucker|Keenan Robinson|Kenny Vaccaro|Kheeston Randall|Lamarr Houston|Marquise Goodwin|Roddrick Muckelroy|Roy Miller|Sam Acho|Sergio Kindle
2008,Oklahoma,5,28,29,7,Brody Eldridge|David King|DeMarco Murray|Dominique Franks|Donald Stephenson|Duke Robinson|Frank Alexander|Gerald McCoy|Jamell Fleming|James Hanna|Jermaine Gresham|Jonathan Nelson|Juaquin Iglesias|Keenan Clayton|Kenny Stills|Landry Jones|Lane Johnson|Manuel Johnson|Nic Harris|Phil Loadholt|Quinton Carter|Ronnell Lewis|Ryan Broyles|Sam Bradford|Stacy McGee|Tony Jefferson|Travis Lewis|Trent Williams
2008,Alabama,6,32,15,3,Andre Smith|Antoine Caldwell|Barrett Jones|Brad Smelley|Brandon Deaderick|Carson Tinker|Chance Warmack|Courtney Upshaw|D.J. Fluker|Damion Square|Dee Milliner|Dont'a Hightower|Dre Kirkpatrick|Eddie Lacy|Glen Coffee|Greg McElroy|James Carpenter|Javier Arenas|Josh Chapman|Julio Jones|Kareem Jackson|Marcell Dareus|Mark Barron|Mark Ingram|Michael Williams|Mike Johnson|Nico Johnson|Quinton Dial|Rashad Johnson|Rolando McClain|Terrence Cody|Trent Richardson
2008,TCU,7,15,4,0,Aaron Brown|Andy Dalton|Clint Gresham|Colin Jones|Daryl Washington|Jason Phillips|Jeremy Kerley|Jerry Hughes|Josh Boyce|Malcolm Williams|Marcus Cannon|Marshall Newhouse|Robert Henson|Stansly Maponga|Tank Carder
2008,Penn State,8,23,5,5,A.Q. Shipley|Aaron Maybin|Andrew Quarless|Deon Butler|Derek Wake|Derrick Williams|Devon Still|Evan Royster|Gerald Hodges|Jack Crawford|Jared Odrick|Johnnie Troutman|Jordan Hill|Jordan Norwood|Josh Hull|Matthew McGloin|Michael Mauti|Mickey Shuler|Nathan Stupar|Navorro Bowman|Rich Ohrnberger|Sean Lee|Stefen Wisniewski
2008,Ohio State,9,25,11,4,Alex Boone|Austin Spitler|Brian Hartline|Brian Robiskie|Brian Rolle|Cameron Heyward|Chimdi Chekwa|Chris Wells|Dan Herron|DeVier Posey|Donald Washington|Doug Worthington|Jake McQuaide|Jake Stoneburner|James Laurinaitis|Jermale Hines|John Simon|Johnathan Hankins|Kurt Coleman|Malcolm Jenkins|Mike Adams|Nate Ebner|Reid Fragel|Terrelle Pryor|Thaddeus Gibson
2008,Oregon,10,23,12,1,Brandon Bair|Brandon Williams|Casey Matthews|David Paulson|Dion Jordan|Ed Dickson|Eddie Pleasant|Jairus Byrd|Josh Kaddu|Kenjon Barner|Kiko Alonso|Kyle Long|LaMichael James|LeGarrette Blount|Mark Asper|Max Unger|Nick Reed|Patrick Chung|Ra'Shon Harris|Spencer Paysinger|T.J. Ward|Walter Thurmond|Will Tukuafu
2008,Boise State,11,14,2,1,Austin Pettis|Billy Winn|Brandyn Thompson|Doug Martin|George Iloka|Jamar Taylor|Jeron Johnson|Kellen Moore|Kyle Wilson|Nate Potter|Richie Brockel|Shea McClellin|Titus Young|Tyrone Crawford
2008,Texas Tech,12,7,1,1,Brandon Williams|Cody Davis|Danny Amendola|Darcel McBath|LaAdrian Waddle|Louis Vasquez|Michael Crabtree
2008,Georgia,13,32,26,5,A.J. Green|Abry Jones|Akeem Dent|Alec Ogletree|Asher Allen|Bacarri Rambo|Ben Jones|Blair Walsh|Brandon Boykin|Clint Boling|Cordy Glenn|Cornelius Washington|Corvey Irvin|Dannell Ellerbe|DeAngelo Tyson|Demarcus Dobbs|Geno Atkins|Jarius Wynn|Jarvis Jones|John Jenkins|Justin Houston|Knowshon Moreno|Kris Durham|Marlon Brown|Matthew Stafford|Mohamed Massaquoi|Orson Charles|Rennie Curran|Reshad Jones|Shaun Chapas|Shawn Williams|Tavarres King
2008,Mississippi,14,14,3,0,Bobby Massie|Bradley Sowell|Brandon Bolden|Cassius Vaughn|Dexter McCluster|Greg Hardy|Jamarca Sanford|Jermey Parnell|Jerrell Powe|John Jerry|Kendrick Lewis|Michael Oher|Mike Wallace|Peria Jerry
2008,Virginia Tech,15,11,5,0,Corey Fuller|David Wilson|Ed Wang|Jason Worilds|Jayron Hosley|Kam Chancellor|Rashad Carmichael|Ryan Williams|Tyrod Taylor|Victor Harris|Vinston Painter
2008,Oregon State,16,14,1,1,Al Afalava|Andy Levitre|Brandon Hughes|Gabe Miller|Jacquizz Rodgers|Johnny Hekker|Jordan Poyer|Keenan Lewis|Markus Wheaton|Mike Remmers|Sammie Stroughter|Slade Norris|Stephen Paea|Victor Butler
2008,Missouri,17,15,3,1,Aldon Smith|Andrew Gachkar|Beau Brinkley|Blaine Gabbert|Chase Coffman|Chase Daniel|Colin Brown|Evander Hood|Jeremy Maclin|Michael Egnew|Sean Weatherspoon|Sheldon Richardson|Tim Barnes|William Moore|Zaviar Gooden
2008,Cincinnati,18,15,20,10,Adrien Robinson|Brandon Underwood|Connor Barwin|DeAngelo Smith|Derek Wolfe|Isaiah Pead|Jason Kelce|John Hughes|Kenbrell Thompkins|Kevin Huber|Mardy Gilyard|Mike Windt|Ricardo Mathews|Travis Kelce|Trevor Canfield
2008,Michigan State,19,14,7,2,Brian Hoyer|Chris Rucker|Dion Sims|Edwin Baker|Garrett Celek|Greg Jones|Javon Ringer|Jerel Worthy|Jeremy Ware|Keshawn Martin|Kirk Cousins|Le'Veon Bell|Trenton Robinson|William Gholston
2008,BYU,20,5,1,0,Austin Collie|Dallas Reynolds|Dennis Pitta|Ezekiel Ansah|Fui Vakapuna
2008,Oklahoma State,21,12,5,1,Brandon Pettigrew|Brandon Weeden|Dan Bailey|Dez Bryant|Joseph Randle|Justin Blackmon|Kendall Hunter|Lane Taylor|Orie Lemon|Perrish Cox|Russell Okung|Zac Robinson
2008,Georgia Tech,22,8,5,0,Andrew Gardner|Anthony Allen|Demaryius Thomas|Derrick Morgan|Jonathan Dwyer|Michael Johnson|Morgan Burnett|Vance Walker
2008,Iowa,23,23,2,0,A.J. Edds|Adam Gettis|Adrian Clayborn|Allen Reisner|Amari Spievey|Bradley Fletcher|Brandon Myers|Bryan Bulaga|Christian Ballard|Julian Vandervelde|Karl Klug|Marvin McNutt|Matt Tobin|Micah Hyde|Mike Daniels|Pat Angerer|Ricky Stanzi|Riley Reiff|Seth Olsen|Shaun Prater|Shonn Greene|Tony Moeaki|Tyler Sash
2008,West Virginia,24,17,4,1,Brandon Hogan|Bruce Irvin|Chris Neild|Don Barclay|Ellis Lankster|Geno Smith|J.T. Thomas|Keith Tandy|Najee Goode|Pat McAfee|Pat White|Robert Sands|Selvish Capers|Stedman Bailey|Tavon Austin|Terence Garvin|Will Johnson
2008,Florida State,25,22,6,1,Antone Smith|Bjoern Werner|Brandon Jenkins|Chris Thompson|Christian Ponder|Cornellius Carradine|Dekoda Watson|Dustin Hopkins|E.J. Manuel|Everette Brown|Garrison Sanborn|Graham Gano|Markus White|Menelik Watson|Mike Harris|Nick Moody|Nigel Bradham|Patrick Robinson|Rodney Hudson|Rodney Smith|Vince Williams|Xavier Rhodes
2009,Alabama,1,37,21,3,A.J. McCarron|Anthony Steen|Barrett Jones|Brad Smelley|Brandon Deaderick|C.J. Mosley|Carson Tinker|Chance Warmack|Courtney Upshaw|Cyrus Kouandjio|D.J. Fluker|Damion Square|Dee Milliner|Dont'a Hightower|Dre Kirkpatrick|Ed Stinson|Eddie Lacy|Greg McElroy|Ha Ha Clinton-Dix|James Carpenter|Javier Arenas|Jeoffrey Pagan|Josh Chapman|Julio Jones|Kareem Jackson|Kevin Norwood|Marcell Dareus|Mark Barron|Mark Ingram|Michael Williams|Mike Johnson|Nico Johnson|Quinton Dial|Rolando McClain|Terrence Cody|Trent Richardson|Vinnie Sunseri
2009,Texas,2,19,7,3,Aaron Williams|Alex Okafor|Chykie Brown|Colt McCoy|Donald Hawkins|Earl Thomas|Emmanuel Acho|Fozzy Whittaker|Jackson Jeffcoat|Jordan Shipley|Justin Tucker|Keenan Robinson|Kenny Vaccaro|Kheeston Randall|Lamarr Houston|Marquise Goodwin|Roddrick Muckelroy|Sam Acho|Sergio Kindle
2009,Florida,3,35,19,2,Aaron Hernandez|Ahmad Black|Brandon Spikes|Caleb Sturgis|Carlos Dunlap|Chris Rainey|Deonte Thompson|Dominique Easley|Frankie Hammond|Jaye Howard|Jaylen Watkins|Jelani Jenkins|Jermaine Cunningham|Joe Haden|Jon Bostic|Jon Halapio|Jonotthan Harrison|Jordan Reed|Josh Evans|Justin Trattou|Lerentee McCray|Major Wright|Marcus Gilbert|Marcus Roberson|Matt Elam|Maurice Hurt|Maurkice Pouncey|Mike Gillislee|Mike Pouncey|Riley Cooper|Ronald Powell|Sharrif Floyd|Tim Tebow|Trey Burton|Will Hill
2009,Boise State,4,17,8,1,Austin Pettis|Billy Winn|Brandyn Thompson|Charles Leno|Demarcus Lawrence|Doug Martin|George Iloka|Jamar Taylor|Jeron Johnson|Kellen Moore|Kyle Wilson|Matt Paradis|Nate Potter|Richie Brockel|Shea McClellin|Titus Young|Tyrone Crawford
2009,Ohio State,5,27,11,5,Alex Boone|Andrew Norwell|Austin Spitler|Bradley Roby|Brian Rolle|Cameron Heyward|Carlos Hyde|Chimdi Chekwa|Christian Bryant|Corey Brown|Corey Linsley|Dan Herron|DeVier Posey|Doug Worthington|Jack Mewhort|Jake McQuaide|Jake Stoneburner|Jermale Hines|John Simon|Johnathan Hankins|Kurt Coleman|Mike Adams|Nate Ebner|Reid Fragel|Ryan Shazier|Terrelle Pryor|Thaddeus Gibson
2009,TCU,6,13,5,0,Andy Dalton|Clint Gresham|Colin Jones|Daryl Washington|Jason Verrett|Jeremy Kerley|Jerry Hughes|Josh Boyce|Malcolm Williams|Marcus Cannon|Marshall Newhouse|Stansly Maponga|Tank Carder
2009,Iowa,7,22,2,0,A.J. Edds|Adam Gettis|Adrian Clayborn|Allen Reisner|Amari Spievey|Anthony Hitchens|Bryan Bulaga|C.J. Fiedorowicz|Christian Ballard|Christian Kirksey|Julian Vandervelde|Karl Klug|Marvin McNutt|Matt Tobin|Micah Hyde|Mike Daniels|Pat Angerer|Ricky Stanzi|Riley Reiff|Shaun Prater|Tony Moeaki|Tyler Sash
2009,Cincinnati,8,11,18,10,Adrien Robinson|Derek Wolfe|George Winn|Isaiah Pead|Jason Kelce|John Hughes|Kenbrell Thompkins|Mardy Gilyard|Mike Windt|Ricardo Mathews|Travis Kelce
2009,Penn State,9,21,6,5,Allen Robinson|Andrew Quarless|DaQuan Jones|Devon Still|Evan Royster|Garry Gilliam|Gerald Hodges|Jack Crawford|Jared Odrick|John Urschel|Johnnie Troutman|Jordan Hill|Jordan Norwood|Josh Hull|Matthew McGloin|Michael Mauti|Mickey Shuler|Nathan Stupar|Navorro Bowman|Sean Lee|Stefen Wisniewski
2009,Virginia Tech,10,14,7,1,Antone Exum|Corey Fuller|David Wilson|Ed Wang|Jason Worilds|Jayron Hosley|Kam Chancellor|Kyle Fuller|Logan Thomas|Nick Becton|Rashad Carmichael|Ryan Williams|Tyrod Taylor|Vinston Painter
2009,LSU,11,36,25,6,Al Woods|Alfred Blue|Barkevious Mingo|Bennie Logan|Brad Wing|Brandon LaFell|Brandon Taylor|Craig Loston|Danny McCray|Drake Nevis|Ego Ferguson|Eric Reid|James Wright|Jarvis Landry|Jeremy Hill|Joe Barksdale|Kelvin Sheppard|Kevin Minter|Lamin Barrow|Lavar Edwards|Lazarius Levingston|Michael Brockers|Morris Claiborne|Odell Beckham|Patrick Peterson|Perry Riley|Ron Brooks|Rueben Randle|Russell Shepard|Spencer Ware|Stevan Ridley|Tharold Simon|Trai Turner|Trindon Holliday|Tyrann Mathieu|Zach Mettenberger
2009,Oregon,12,22,6,0,Brandon Bair|Brandon Williams|Casey Matthews|David Paulson|De'Anthony Thomas|Dion Jordan|Ed Dickson|Eddie Pleasant|Josh Huff|Josh Kaddu|Kenjon Barner|Kiko Alonso|Kyle Long|LaMichael James|LeGarrette Blount|Mark Asper|Spencer Paysinger|T.J. Ward|Taylor Hart|Terrance Mitchell|Walter Thurmond|Will Tukuafu
2009,Georgia Tech,13,9,5,0,Anthony Allen|Brandon Watts|Demaryius Thomas|Derrick Morgan|Jemea Thomas|Jeremiah Attaochu|Jonathan Dwyer|Morgan Burnett|T.J. Barnes
2009,BYU,14,4,2,0,Daniel Sorensen|Dennis Pitta|Ezekiel Ansah|Kyle Van Noy
2009,Miami,15,29,7,1,Allen Bailey|Allen Hurns|Asante Cleveland|Brandon Harris|Brandon Linder|Brandon McGee|Brandon Washington|Chase Ford|Colin McCarthy|Darryl Sharpton|DeMarcus Van Dyke|Dedrick Epps|Jason Fox|Jimmy Graham|Lamar Miller|Leonard Hankerson|Matt Bosher|Mike James|Olivier Vernon|Orlando Franklin|Pat O'Donnell|Ray-Ray Armstrong|Richard Gordon|Sam Shields|Sean Spence|Seantrel Henderson|Stephen Morris|Tommy Streeter|Travis Benjamin
2009,Wisconsin,16,22,21,6,Beau Allen|Brad Nortman|Chris Maragos|Dezmen Southward|Gabe Carimi|Garrett Graham|J.J. Watt|James White|Jared Abbrederis|John Moffitt|Kevin Zeitler|Lance Kendricks|Marcus Cromartie|Montee Ball|Nick Toon|O'Brien Schofield|Peter Konz|Ricky Wagner|Russell Wilson|Ryan Groy|Scott Tolzien|Travis Frederick
2009,Utah,17,15,1,0,Anthony Denham|David Reed|Derrick Shelby|Keith McGill|Koa Misi|Matt Asiata|R.J. Stanford|Robert Johnson|Sealver Siliga|Star Lotulelei|Stevenson Sylvester|Tenny Palepoi|Tony Bergstrom|Trevor Reilly|Zane Beadles
2009,Nebraska,18,22,6,4,Alex Henery|Alfonzo Dennard|Daimion Stafford|DeJon Gomes|Eric Hagg|Eric Martin|Jared Crick|Jeremiah Sirles|Keith Williams|Larry Asante|Lavonte David|Marcel Jones|Ndamukong Suh|Niles Paul|Phillip Dillard|Prince Amukamara|Quincy Enunwa|Rex Burkhead|Roy Helu|Spencer Long|Stanley Jean-Baptiste|Will Compton
2009,Pittsburgh,19,11,10,8,Aaron Donald|Devin Street|Dion Lewis|Dorin Dickerson|Jabaal Sheard|Jason Pinkston|Jon Baldwin|K'Waun Williams|Nate Byham|Tom Savage|Tommie Campbell
2009,USC,20,29,19,2,Allen Bradford|Anthony McCoy|Charles Brown|Damian Williams|David Ausberry|Devon Kennard|Everson Griffen|Joe McKnight|Jordan Cameron|Jurrell Casey|Kevin Thomas|Khaled Holmes|Malcolm Smith|Marcus Martin|Marqise Lee|Matt Barkley|Matt Kalil|Michael Morgan|Nick Perry|Nickell Robey|Rhett Ellison|Robert Woods|Ronald Johnson|Shareece Wright|Stanley Havili|T.J. McDonald|Taylor Mays|Tyron Smith|Wes Horton
2009,Mississippi,21,11,2,0,Bobby Massie|Bradley Sowell|Brandon Bolden|Cassius Vaughn|Dexter McCluster|Donte Moncrief|Greg Hardy|Jermey Parnell|Jerrell Powe|John Jerry|Kendrick Lewis
2009,West Virginia,22,16,2,0,Brandon Hogan|Bruce Irvin|Charles Sims|Chris Neild|Don Barclay|Geno Smith|J.T. Thomas|Keith Tandy|Najee Goode|Robert Sands|Selvish Capers|Stedman Bailey|Tavon Austin|Terence Garvin|Will Clarke|Will Johnson
2009,Arizona,23,11,6,4,Brooks Reed|D'Aundre Reed|Earl Mitchell|Fendi Onobun|Juron Criner|Ka'Deem Carey|Marquis Flowers|Nick Foles|Rob Gronkowski|Robert Golden|Trevin Wade
2009,Central Michigan,24,7,9,4,Antonio Brown|Dan LeFevour|Eric Fisher|Frank Zombo|Jahleel Addae|Nick Bellore|Zurlon Tipton
2009,Texas Tech,25,3,0,0,Cody Davis|Jace Amaro|LaAdrian Waddle
2010,Auburn,1,25,4,1,Angelo Blackson|Brandon King|Brandon Mosley|C.J. Uzomah|Cam Newton|Cameron Artis-Payne|Cody Parkey|Corey Lemonier|Daren Bates|Dee Ford|Gabe Wright|Greg Robinson|Jay Prosch|Jermaine Whitehead|Josh Bynes|Josh Harris|Lee Ziemba|Neiko Thorpe|Nick Fairley|Nick Marshall|Quan Bray|Robenson Therezie|Sammie Coates|Tre Mason|Zach Clayton
2010,TCU,2,12,4,0,Andy Dalton|Colin Jones|Jason Verrett|Jeremy Kerley|Jonathan Anderson|Josh Boyce|Malcolm Williams|Marcus Cannon|Paul Dawson|Stansly Maponga|Tank Carder|Tayo Fabuluje
2010,Oregon,3,22,3,0,Arik Armstead|Brandon Bair|Brandon Williams|Casey Matthews|David Paulson|De'Anthony Thomas|Dion Jordan|Eddie Pleasant|Hroniss Grasu|Jake Fisher|Josh Huff|Josh Kaddu|Kenjon Barner|Kiko Alonso|Kyle Long|LaMichael James|Marcus Mariota|Mark Asper|Spencer Paysinger|Taylor Hart|Terrance Mitchell|Troy Hill
2010,Stanford,4,31,21,5,A.J. Tarpley|Alex Carter|Andrew Luck|Andrus Peat|Ben Gardner|Cameron Fleming|Chris Owusu|Coby Fleener|David DeCastro|David Parry|David Yankey|Doug Baldwin|Ed Reynolds|Griff Whalen|Henry Anderson|Johnson Bademosi|Jonathan Martin|Jordan Richards|Josh Mauro|Levine Toilolo|Michael Thomas|Owen Marecic|Richard Sherman|Ryan Hewitt|Ryan Whalen|Shayne Skov|Sione Fua|Stepfan Taylor|Trent Murphy|Ty Montgomery|Zach Ertz
